customer_id,timestamp,type
b937408e8a,2023/11/08 15:30:00,on_site_appointment
c172c83f83,2023/11/30 12:15:00,final_call
c446402711,2023/11/16 19:15:00,final_call
4160a42e7c,2023/11/29 19:45:00,project_call
8736f5a2a3,2023/11/17 15:00:00,on_site_appointment
70a350a819,2023/12/11 10:30:00,
ffc6a89ade,2023/11/20 09:30:00,final_call
e6063a7b17,2023/11/10 09:30:00,on_site_appointment
fcde0088ba,2023/10/06 11:00:00,project_call
c204338e0b,2023/12/12 13:45:00,final_call
fd15ec1685,2023/10/30 15:30:00,final_call
f92fe54894,2023/12/11 16:00:00,project_call
09e0a132e7,2023/09/26 13:45:00,project_call
4e1bb212c9,2023/11/27 16:15:00,final_call
3e57bc773d,2023/11/24 20:15:00,on_site_appointment
43c7fa9031,2023/09/19 15:00:00,
a47835240c,2023/10/24 13:45:00,on_site_appointment
b6d73b5ce6,2023/12/06 19:30:00,final_call
c5d3692d3e,2023/11/01 10:30:00,project_call
3db53f5eb2,2023/09/28 14:30:00,on_site_appointment
0075bac284,2023/10/25 18:30:00,on_site_appointment
e9be7b1423,,on_site_appointment
03664137a4,2023/11/28 12:00:00,final_call
ccd4f598e7,,project_call
0139349512,2024/02/06 15:30:00,
e4975b700e,2023/09/29 10:00:00,on_site_appointment
438f5f6684,2023/11/30 17:00:00,final_call
b443b77fd4,2024/01/26 19:30:00,project_call
4cf3c4610e,2023/12/01 12:15:00,project_call
a3ecbc7222,2023/09/29 11:45:00,on_site_appointment
6d01f90c74,2023/10/20 14:30:00,final_call
5426e243cf,,project_call
1bf983f508,2023/10/27 14:30:00,project_call
2882ca4ff8,2023/10/17 15:15:00,on_site_appointment
c4f9b3c941,2023/10/17 15:15:00,on_site_appointment
25cb1d4a25,,final_call
2ce18274f3,2023/11/28 15:30:00,final_call
b474f0cdce,2024/01/10 10:00:00,final_call
3d2ec96985,2023/11/09 17:30:00,project_call
dd7b4da8a0,,on_site_appointment
071ea02ab0,2023/11/20 09:00:00,project_call
db29035588,2024/02/07 13:30:00,final_call
d5dbe5b3a4,2024/01/23 10:45:00,on_site_appointment
ce3d3b4a9a,2023/10/27 08:45:00,final_call
0c0fe0855c,2023/12/06 13:30:00,final_call
ebc8bbcf56,2024/01/31 16:45:00,project_call
62fc073bc6,2023/11/22 11:30:00,on_site_appointment
8bcaed8dbd,2023/09/29 13:45:00,final_call
c24d243e64,2023/10/20 09:45:00,final_call
b6612794b5,2023/09/26 06:00:00,on_site_appointment
0382d410b0,2023/12/06 10:15:00,project_call
eb2fa4c28e,2023/10/13 08:00:00,project_call
c51751c0c1,2023/10/23 18:15:00,on_site_appointment
8bb145a722,2023/10/13 10:30:00,on_site_appointment
0e1ff199e4,2023/10/05 09:30:00,on_site_appointment
e694c2aa6d,2023/11/27 12:30:00,final_call
92e3229229,,final_call
4736e7162e,2023/10/20 17:15:00,final_call
21025ae456,2023/09/22 16:30:00,final_call
6ca52aee56,2023/10/17 14:00:00,on_site_appointment
21fe50df05,2024/01/24 16:00:00,project_call
480175449b,2023/10/09 13:45:00,
a6ec783ca0,2023/10/20 15:45:00,project_call
8b3a1cd3ee,2024/01/02 14:45:00,project_call
a357439649,2023/11/02 13:15:00,project_call
8101473996,2024/01/26 12:30:00,on_site_appointment
784591bcab,2023/11/03 15:45:00,project_call
e9d6b9e0c5,2024/01/19 15:30:00,project_call
8f9769f5d3,2024/01/17 18:45:00,project_call
42e47fb673,2023/10/16 13:00:00,on_site_appointment
d13f047aba,2023/10/23 14:30:00,on_site_appointment
5515491597,2023/11/23 11:00:00,project_call
e91bf2e7a6,2023/11/02 10:30:00,on_site_appointment
d763a21d5b,2023/10/23 09:30:00,on_site_appointment
5dd3b90dd1,2023/10/30 12:45:00,on_site_appointment
27b81b9bf3,,project_call
9c8fbea8e6,2023/10/26 11:00:00,on_site_appointment
8e9af70fc3,2023/12/01 16:15:00,on_site_appointment
bcaf99c09d,2023/10/19 08:15:00,project_call
0d1e4f9f29,2023/10/31 13:00:00,on_site_appointment
d042e694cf,2023/10/20 07:30:00,project_call
6e19c9a791,2023/10/16 09:30:00,on_site_appointment
4a3382bc6c,2023/10/11 16:30:00,on_site_appointment
1e27efbc39,2023/11/01 11:00:00,project_call
7398042516,2023/11/01 18:00:00,final_call
ac747996ce,2023/11/06 14:30:00,project_call
0422c8930a,2023/12/05 15:45:00,final_call
39cf3ff4f5,2023/12/01 11:00:00,
a11d8afc9e,2023/10/20 16:00:00,on_site_appointment
e70a59d5bd,2024/01/04 17:00:00,final_call
fb9f1919ee,2023/11/03 15:45:00,final_call
4d33562de1,2023/10/31 14:45:00,final_call
ca61f12d5b,2023/10/12 16:15:00,on_site_appointment
154ca0707b,2023/12/15 15:30:00,final_call
38b0435cce,2023/11/17 12:15:00,final_call
afc98b4c94,2023/11/10 13:00:00,final_call
3a548a44a8,,project_call
9994b0c030,2023/10/13 12:00:00,
0768683717,2024/01/16 09:15:00,final_call
7b4c62404a,2023/10/09 20:15:00,on_site_appointment
6e60b97bd7,2023/11/17 15:30:00,on_site_appointment
664973e7f9,2023/11/22 14:45:00,project_call
02d28763f6,2023/10/25 17:45:00,project_call
de594e8d92,2023/10/26 08:45:00,on_site_appointment
5c5353b858,2023/10/25 15:30:00,on_site_appointment
455adf230c,2023/10/26 15:00:00,final_call
86707e5c02,2023/10/12 06:15:00,on_site_appointment
d3ef91a76c,2023/12/11 17:45:00,final_call
76ad1ebcba,,project_call
850464d63d,2023/11/03 11:15:00,final_call
9f33907191,2023/11/08 19:00:00,project_call
3df5470a87,2023/11/17 16:30:00,project_call
0db4282308,2024/01/26 20:15:00,project_call
5e480c9c3a,2023/10/19 11:45:00,on_site_appointment
bf55295e40,2023/12/13 18:00:00,final_call
6c38157c76,2023/10/26 10:15:00,on_site_appointment
95962c74ed,2023/12/14 11:00:00,on_site_appointment
640b7e3d9e,2023/10/06 06:30:00,project_call
d38c28fec9,2023/11/28 12:00:00,final_call
07545cff9b,2023/11/16 17:45:00,on_site_appointment
f2ace9ed42,2023/11/14 10:45:00,on_site_appointment
5f3c51b313,2023/10/18 18:00:00,on_site_appointment
5bb2ce09a4,2023/10/18 09:00:00,final_call
1e13796d8f,2023/10/16 08:30:00,on_site_appointment
d911c3cb1b,2023/10/20 13:45:00,
938513afdb,2023/11/28 14:15:00,on_site_appointment
59bc4e7f23,2023/11/24 14:15:00,final_call
cdc1b30e21,2023/10/30 16:15:00,on_site_appointment
a3d233b917,2023/10/16 07:30:00,project_call
e7e93e436d,2023/11/28 10:45:00,final_call
1483bed817,2023/11/20 11:15:00,on_site_appointment
def60d3d44,2023/11/28 14:00:00,final_call
08d9ddb290,2023/10/16 15:00:00,project_call
4449b58766,2024/01/09 10:30:00,final_call
6642d483b0,2023/11/08 08:30:00,on_site_appointment
37884f7f62,2023/10/16 14:15:00,project_call
0bf4b72974,2023/09/29 13:15:00,
4523867f90,2023/11/14 10:00:00,final_call
a70f85c0b6,2023/12/19 15:15:00,final_call
5f44a8830e,2023/10/09 11:30:00,final_call
b9f1e67d8b,2023/11/17 13:15:00,final_call
0c80f1fbdd,2023/09/18 12:00:00,project_call
761d6ff571,,final_call
9fb42cc460,2023/12/07 16:00:00,final_call
3ab266f8a5,2023/11/21 15:15:00,final_call
a9eebeb9e9,2023/10/20 12:30:00,on_site_appointment
c73716ead4,2023/10/06 08:30:00,project_call
39d2daf696,2023/11/07 10:15:00,project_call
fc7789f526,2023/09/23 09:15:00,on_site_appointment
61a26519cb,2023/10/10 08:45:00,on_site_appointment
2b07e8491e,2023/10/11 14:30:00,project_call
a029345b2a,2023/10/17 17:30:00,project_call
cf6ef3c899,2023/10/04 13:00:00,
02c5da46eb,,project_call
35c4581485,2023/12/08 15:00:00,final_call
2aa3d9a7b7,2023/11/08 13:45:00,on_site_appointment
f075ae729e,2023/12/20 12:00:00,final_call
8b17c9d524,2023/12/08 17:00:00,final_call
3c4fc970c1,2023/11/22 18:30:00,project_call
0161cfe1ca,2023/10/17 18:30:00,final_call
8262e19dc3,2023/11/03 15:15:00,project_call
5e9c4f698d,2023/10/19 09:15:00,project_call
7625b6c7bb,2023/10/06 15:00:00,project_call
1471b5d6a8,2023/10/31 17:45:00,on_site_appointment
93d42a19cb,2023/12/05 17:45:00,final_call
2dd55cff62,2023/11/28 14:45:00,project_call
31013796d4,2023/11/20 10:30:00,project_call
d2dee9b171,2023/12/02 15:30:00,on_site_appointment
1e0d09d9f5,2023/12/07 11:00:00,project_call
72cdd4aba8,2023/10/26 15:15:00,on_site_appointment
d57c524d7c,2023/12/05 17:30:00,final_call
340e4323d8,2023/11/07 18:45:00,project_call
0acac1187b,2023/11/23 12:15:00,final_call
34ed975264,2023/12/06 18:00:00,project_call
f8fb885d23,2023/11/07 10:15:00,final_call
6dadfaf54d,,on_site_appointment
5815757fa5,2023/09/13 11:30:00,on_site_appointment
4ce2831c51,2023/11/20 14:30:00,final_call
205642ac5d,2024/01/09 12:00:00,project_call
ea6d081879,2023/10/20 11:00:00,on_site_appointment
5374bd3cfb,2023/11/22 11:30:00,on_site_appointment
1cb4235f43,2023/12/07 16:00:00,
1567b92f65,2023/11/01 17:00:00,
2d6d8dcf08,2023/11/03 11:45:00,on_site_appointment
ccb29cf2c2,2023/11/24 12:00:00,final_call
65fbc62f30,2023/10/30 09:30:00,on_site_appointment
d218002591,2023/11/23 08:30:00,final_call
dbe16e5b7a,2023/12/22 13:45:00,project_call
3936438df0,2023/11/30 19:45:00,project_call
d78f6ef9e1,2023/11/21 19:45:00,final_call
fc65959c1a,2023/11/21 16:00:00,project_call
cae0ccffd4,2023/12/18 15:30:00,project_call
27f6f0e8c1,2024/01/26 12:30:00,final_call
e89a63a340,2023/11/29 16:00:00,project_call
07b4ba5e2b,2023/09/21 16:30:00,on_site_appointment
e4bd7f9f34,2023/11/28 14:45:00,project_call
aea0d2368a,2023/11/14 16:45:00,on_site_appointment
60dcaac358,2023/12/05 10:45:00,final_call
4a42a07c32,2023/09/27 10:03:00,final_call
,2023/09/19 13:45:00,on_site_appointment
1aef4e7c37,2023/10/16 16:45:00,project_call
83e1de7e27,2023/11/02 17:15:00,project_call
b4dfbd42d4,,on_site_appointment
9fcb37cd5c,2023/10/31 15:30:00,project_call
fdd2ec33ac,2023/11/28 18:45:00,final_call
0a424daa10,2023/11/29 15:00:00,final_call
88c2c27d6c,2023/10/26 07:00:00,project_call
1928e795a9,2023/11/03 16:30:00,on_site_appointment
dd1112b6d0,2023/11/07 08:30:00,final_call
4cda611255,,final_call
17846f73bc,2023/11/22 17:45:00,project_call
bac67a40f6,2023/10/16 09:00:00,final_call
fe94775554,2023/09/13 14:00:00,on_site_appointment
743ec74686,2024/01/16 10:00:00,final_call
9c63960c9e,2023/12/07 16:30:00,final_call
0dda999343,2023/11/27 13:30:00,final_call
51c42c9703,2023/10/19 12:45:00,on_site_appointment
28f9f2bc7b,2023/11/16 20:45:00,on_site_appointment
027a8bfc4a,2023/11/14 12:45:00,project_call
c0d66cf028,2023/11/02 16:45:00,final_call
e25dc5c131,2023/11/21 17:15:00,project_call
9256e1ded1,,on_site_appointment
a6d27ee50b,2023/11/27 10:15:00,project_call
4ba532a8ff,2023/11/14 09:00:00,project_call
5492f2db0a,2023/11/08 18:30:00,on_site_appointment
d92fba51f3,2023/12/15 14:00:00,final_call
4144daf3a8,,on_site_appointment
5038aca12f,2023/11/21 17:15:00,project_call
82de6e32c5,2023/11/07 17:00:00,on_site_appointment
0291b1dd43,2023/10/09 12:15:00,on_site_appointment
63367de2f9,2023/12/02 15:00:00,on_site_appointment
3b3c519728,2023/11/21 10:15:00,final_call
91bbd79d20,2023/11/14 13:30:00,project_call
,2023/12/06 16:45:00,on_site_appointment
b0bda0f09f,,on_site_appointment
21ea2df632,2023/10/06 07:15:00,on_site_appointment
7b4c62404a,2023/11/06 14:45:00,final_call
37b12238f0,2023/11/03 15:00:00,on_site_appointment
ddddaa2aa6,2023/11/24 12:00:00,final_call
6967d636c8,2023/10/27 12:00:00,on_site_appointment
0cdde5e9cc,2023/10/26 11:15:00,on_site_appointment
9d67d8efdb,2024/02/01 09:15:00,project_call
9d8226d70d,2023/10/27 12:30:00,final_call
e59c81cfd6,2023/10/17 07:30:00,project_call
4ac6fbaea0,2023/09/19 15:15:00,project_call
622034a27c,2023/10/24 13:15:00,project_call
4d57bc24fb,2024/02/02 18:15:00,project_call
630907f53d,2023/10/24 10:30:00,on_site_appointment
f42219c9a6,,on_site_appointment
2cbdc80c32,2024/01/04 13:15:00,final_call
35c3a70a3a,2023/09/27 13:45:00,final_call
a10ac54a29,2024/02/01 19:00:00,final_call
b393116f6f,2023/11/17 18:00:00,project_call
c447bbb3b3,2023/12/08 09:30:00,project_call
786374bccf,2023/10/30 17:15:00,on_site_appointment
3bf127a97d,2023/11/24 18:00:00,
7622a239bc,2024/01/29 17:45:00,project_call
738ea02636,2023/11/29 13:15:00,project_call
ea71060a8c,2023/10/27 14:45:00,project_call
f761fa2b9a,2023/10/02 18:30:00,final_call
bb82ea6a10,2023/10/24 06:00:00,project_call
7d0d761c86,2023/11/15 19:00:00,final_call
7991b73d91,2023/10/31 16:00:00,on_site_appointment
5dacbdb08c,2023/11/17 09:45:00,project_call
085447b23c,2023/11/28 16:30:00,project_call
60929d52b7,2023/10/31 10:00:00,project_call
d861619cda,2023/11/10 09:30:00,project_call
0c9f1c2913,2023/10/23 13:45:00,on_site_appointment
b118e5b158,2023/10/27 11:45:00,on_site_appointment
fb75d275ab,2023/10/18 08:15:00,project_call
d042e694cf,2023/10/27 10:15:00,final_call
8a71dba617,,on_site_appointment
f7aa9cf68c,2023/11/09 12:00:00,project_call
3550d9ce94,2023/11/20 10:45:00,final_call
a6f6c5a0ff,2023/11/02 15:45:00,final_call
6fa77e2098,2024/02/02 15:00:00,final_call
cc660fc9b8,2023/12/15 17:30:00,final_call
f5470f43bc,,on_site_appointment
9c76286163,2024/01/19 15:00:00,
979a364177,2023/09/14 10:00:00,on_site_appointment
3440c88688,2023/11/23 17:00:00,final_call
ece4ac085e,2023/10/11 16:00:00,
49ffea300c,2023/11/29 12:30:00,final_call
be8a48ee3d,2023/09/19 16:30:00,on_site_appointment
bf85dc8a97,2023/11/24 17:00:00,project_call
95244f2406,2023/11/29 16:00:00,on_site_appointment
aa1df77b57,2023/11/09 16:00:00,on_site_appointment
665b092279,2023/11/22 16:30:00,project_call
22fa67d212,2023/10/10 18:15:00,project_call
1ca1ba4db0,2024/01/23 10:00:00,on_site_appointment
a61b07df4a,2023/10/12 17:30:00,on_site_appointment
fc2bbb3530,2023/11/22 09:00:00,final_call
da8d18bc89,2023/10/02 13:45:00,on_site_appointment
a7d35b9e27,2024/01/25 18:00:00,project_call
70c685ddab,2023/11/17 08:00:00,project_call
c89fcfee32,2023/11/27 17:00:00,
b07b13ac86,2024/01/09 12:00:00,project_call
5129936a22,2023/11/16 08:30:00,project_call
a18f92dd75,2023/11/20 17:00:00,on_site_appointment
a5dc1761c4,2023/10/23 11:30:00,final_call
1aef4e7c37,2023/09/29 15:45:00,on_site_appointment
436e36394e,2023/10/30 16:00:00,final_call
9f42e7cf8a,2023/11/30 16:30:00,final_call
,2023/11/07 15:30:00,on_site_appointment
452340bbc1,2023/11/20 10:30:00,final_call
9215d592ac,2024/01/19 16:30:00,project_call
28d5d5642a,2023/10/17 13:45:00,on_site_appointment
015e83f32a,2023/10/25 09:30:00,project_call
53bae17299,2024/02/06 14:00:00,project_call
022f855904,2023/10/02 08:00:00,on_site_appointment
35965537e2,2023/11/07 20:15:00,project_call
c3783e12d3,2023/11/15 15:30:00,on_site_appointment
ac747996ce,2023/10/30 08:15:00,
fb6ed4f815,2023/11/20 11:45:00,final_call
5777f0e8eb,2023/12/13 15:45:00,project_call
2ddaac5c1c,2023/11/03 15:30:00,project_call
812f921484,2023/10/18 16:00:00,final_call
ba421d3db0,2023/11/09 14:00:00,project_call
ed950776a4,2023/11/30 12:00:00,project_call
1c2c0f5c99,2023/12/08 09:15:00,final_call
a9011a26cf,2023/11/06 17:30:00,on_site_appointment
fbe3f6fe6d,2023/12/04 18:00:00,project_call
ef1f288c0c,2023/11/09 15:00:00,project_call
e92bc5e5b0,2023/11/23 10:00:00,project_call
34fe597e3b,2023/11/28 16:45:00,project_call
b9225647e3,2023/11/16 16:00:00,
a89dd6237f,2023/09/26 15:45:00,project_call
aac323a4eb,2023/11/15 18:15:00,on_site_appointment
8520ba3de1,2024/02/05 14:30:00,on_site_appointment
b59d8a9653,2023/10/26 09:30:00,project_call
0c77a97949,2023/11/08 21:30:00,on_site_appointment
a6b96e578a,2024/01/02 16:15:00,project_call
72c1060360,2023/09/13 16:00:00,on_site_appointment
0ca82ab68c,2023/12/22 12:00:00,final_call
2d1cc83af1,2023/10/19 10:00:00,on_site_appointment
a3572fbe9a,2023/10/27 17:00:00,project_call
a122f22183,2023/10/30 17:00:00,on_site_appointment
4a42a07c32,2023/09/26 14:45:00,project_call
792a73c3e5,2023/11/14 12:15:00,final_call
36b979ea54,2023/10/17 11:15:00,final_call
dd93aa0b89,2023/10/10 16:30:00,project_call
4a66f2b219,2023/11/23 10:30:00,on_site_appointment
,2023/11/08 15:45:00,on_site_appointment
3843700c49,2023/11/23 09:30:00,on_site_appointment
c9bb1387aa,2023/10/17 16:15:00,project_call
ff7d0b6d8b,2023/10/24 13:45:00,on_site_appointment
79ec1afd58,2023/09/28 11:15:00,on_site_appointment
fd629a02ed,2023/11/23 17:45:00,
dc65877d5b,2023/10/17 12:30:00,on_site_appointment
c2d513f5d4,2024/02/06 14:15:00,project_call
ba7bc06889,2023/12/01 18:15:00,project_call
d8aeb0814e,2023/11/28 16:00:00,final_call
021db439d2,2023/10/26 16:30:00,final_call
50be97048d,2023/11/13 14:30:00,on_site_appointment
