order_date,customer_id,postal_code,account_type
2023-10-08 02:00:00,20ee4bbefb,70341.0,A
2023-11-01 03:00:00,aac323a4eb,24697.0,A
2023-09-05 01:00:00,7dc9f54622,69198.0,A
2023-10-25 02:00:00,a13452f0d6,51739.0,A
2023-10-10 01:00:00,ffa96dc2ee,26182.0,A
2023-09-06 01:00:00,3401052007,1487.0,A
2023-10-05 02:00:00,7884811dfb,18600.0,A
2023-09-20 02:00:00,3e617eeff8,89414.0,A
2023-09-26 01:00:00,bd29427871,21599.0,A
2023-09-07 01:00:00,a049fa6e96,65241.0,A
2023-10-30 03:00:00,791c6bc088,,A
2023-09-12 01:00:00,1e20e483f2,40655.0,A
2023-10-11 02:00:00,29363fd5d1,19403.0,A
2023-09-06 02:00:00,5b9c8ccba1,48359.0,A
2023-09-27 01:00:00,3f568cfd14,64608.0,A
2023-10-03 00:00:00,c7d9dad346,,A
2023-10-19 02:00:00,3aef5f5b68,69297.0,A
2023-10-17 01:00:00,2a7ca7265e,33109.0,A
2023-10-17 02:00:00,450e41211f,16400.0,A
2023-10-11 00:00:00,6d40d13ccc,61197.0,A
2023-11-01 01:00:00,5982780c99,71571.0,A
2023-10-02 00:00:00,8d74afa1e2,67604.0,A
2023-10-25 01:00:00,c9a1b943d2,59571.0,A
2023-10-20 00:00:00,3dfe101ab2,91418.0,A
2023-09-27 02:00:00,c501ad4923,38927.0,A
2023-11-01 02:00:00,dedcc83210,41859.0,A
2023-09-11 02:00:00,f19c083ee5,84248.0,A
2023-09-19 02:00:00,d71e9ba953,79474.0,A
2023-09-13 01:00:00,9453d58ae7,86908.0,A
2023-09-05 00:00:00,4aade52de4,29577.0,A
2023-10-08 00:00:00,f28551a9f4,70211.0,A
2023-09-18 02:00:00,ecb050584d,,A
2023-10-08 01:00:00,606549cb71,22964.0,A
2023-09-30 01:00:00,47a0ba5849,27828.0,A
2023-09-26 01:00:00,db586e9940,29331.0,A
2023-09-19 02:00:00,2819ac1ce2,79487.0,A
2023-09-19 02:00:00,74bbc8a4b2,88376.0,A
2023-09-29 01:00:00,aafa53386f,14233.0,A
2023-10-24 01:00:00,2a9212329e,3309.0,A
2023-09-14 02:00:00,269c22a08b,13701.0,A
2023-09-27 01:00:00,745e01c1d4,15952.0,A
2023-09-21 00:00:00,31b3ee5097,12317.0,A
2023-09-12 02:00:00,727d841364,71517.0,A
2023-10-05 01:00:00,623cc33632,58891.0,A
2023-09-21 02:00:00,3916b2f9ec,87784.0,A
2023-09-12 01:00:00,bd279f3831,,A
2023-11-01 00:00:00,0a735dfd3a,36142.0,A
2023-09-25 02:00:00,4ddafbf079,59241.0,A
2023-09-11 00:00:00,433f24a6d1,48599.0,A
2023-09-11 01:00:00,05b5dd5ae0,39274.0,A
2023-09-01 01:00:00,ad64e158eb,37550.0,A
2023-10-05 00:00:00,3e8037cf47,12615.0,A
2023-09-06 00:00:00,cfaf74fb3a,45723.0,A
2023-09-18 02:00:00,f65405ffe5,12158.0,A
2023-09-25 02:00:00,619d225301,49933.0,A
2023-09-26 02:00:00,da8d18bc89,34668.0,A
2023-09-19 01:00:00,29586b9e0f,71400.0,A
2023-09-17 01:00:00,cfcf2f3396,49140.0,A
2023-09-25 01:00:00,c25e321646,38151.0,A
2023-09-20 02:00:00,1493f7a074,35558.0,A
2023-09-29 01:00:00,e715ca448b,56669.0,A
2023-09-12 02:00:00,9444e43e11,39667.0,A
2023-10-12 01:00:00,07b6e4bf90,15433.0,A
2023-10-13 00:00:00,2d71d2fbf3,12227.0,A
2023-09-21 01:00:00,f5495b9279,12314.0,A
2023-10-18 02:00:00,a16d069d29,24312.0,A
2023-10-19 00:00:00,1aa829233f,32355.0,A
2023-09-13 01:00:00,614e8b05c6,39165.0,A
2023-09-19 03:00:00,26dba0cbd6,85475.0,A
2023-10-24 01:00:00,8736f5a2a3,49124.0,A
2023-09-13 02:00:00,1e74aefd29,55693.0,A
2023-10-05 01:00:00,aa5eaa5c66,,A
2023-09-26 00:00:00,fb6ed4f815,42170.0,A
2023-09-13 01:00:00,a91d5793a7,90511.0,A
2023-11-01 00:00:00,e9d6b9e0c5,48394.0,A
2023-10-04 00:00:00,d6b0186060,,A
2023-09-22 04:00:00,6e9b48e1b6,,A
2023-11-01 02:00:00,9017185233,50250.0,A
2023-09-21 00:00:00,e430ef2957,72851.0,A
2023-10-11 03:00:00,61f23d5415,39620.0,A
2023-10-04 02:00:00,f468636935,79184.0,A
2023-09-07 01:00:00,0259681806,67207.0,A
2023-09-11 01:00:00,577e65f9a4,39251.0,A
2023-09-26 02:00:00,2d1b2008e3,18673.0,A
2023-09-13 00:00:00,06de963b61,,A
2023-09-12 02:00:00,04b38e4ae9,16430.0,A
2023-10-20 02:00:00,e0d9b35522,51141.0,A
2023-10-12 04:00:00,110a48a950,72884.0,A
2023-09-07 03:00:00,196e547ed4,65313.0,A
2023-10-09 01:00:00,ff696784e1,72360.0,A
2023-10-20 03:00:00,3ec7669cdc,51188.0,A
2023-10-29 01:00:00,ad791ff0a1,27286.0,A
2023-10-24 00:00:00,75715e974b,44509.0,A
2023-09-01 01:00:00,7b61494c38,28245.0,A
2023-10-18 03:00:00,a5146da2cd,22989.0,A
2023-09-15 01:00:00,63d2581b79,48524.0,A
2023-10-15 01:00:00,2537f56720,17569.0,A
2023-09-05 00:00:00,67c01d27d3,40741.0,A
2023-10-31 00:00:00,6f940f6664,61390.0,A
2023-10-31 01:00:00,fad1dd62d0,51410.0,A
2023-09-20 00:00:00,f2e99047a8,58839.0,A
2023-10-10 01:00:00,3e896d1605,79585.0,A
2023-10-31 02:00:00,c769780495,69306.0,A
2023-09-27 02:00:00,5e5cbbece0,49232.0,A
2023-09-14 01:00:00,6de2d7489e,53561.0,A
2023-10-16 02:00:00,c1dc0303da,50466.0,A
2023-09-07 02:00:00,d5e6ed08de,47247.0,A
2023-09-09 02:00:00,7dee98ded5,68848.0,A
2023-09-19 00:00:00,054f194675,,A
2023-09-07 02:00:00,16b02c46af,82204.0,A
2023-10-30 03:00:00,3850fe4c11,13671.0,A
2023-09-01 02:00:00,2df04ff95e,,A
2023-10-16 00:00:00,1b0f49806f,82407.0,A
2023-10-31 02:00:00,7303a59671,13481.0,A
2023-09-12 02:00:00,b68e562509,31672.0,A
2023-09-22 01:00:00,05be889ad5,44305.0,A
2023-11-01 02:00:00,aa98d64fb9,68226.0,A
2023-10-18 02:00:00,0736db13bc,83470.0,A
2023-09-15 01:00:00,92630bd1fc,69218.0,A
2023-10-18 01:00:00,5879aabf37,38167.0,A
2023-10-20 00:00:00,81262a62aa,15866.0,A
2023-10-27 01:00:00,850ba2a03c,22612.0,A
2023-09-05 00:00:00,c826de16b8,53178.0,A
2023-10-05 05:00:00,a132be7260,,A
2023-10-31 01:00:00,b0bda0f09f,63239.0,A
2023-10-04 03:00:00,2150844cf0,46595.0,A
2023-10-16 00:00:00,541b21dc1e,82384.0,A
2023-10-05 00:00:00,5f27645d24,65863.0,A
2023-09-12 00:00:00,381a125ce5,2859.0,A
2023-10-12 01:00:00,d66c9f8364,74955.0,A
2023-09-28 01:00:00,22719898b4,41646.0,A
2023-09-06 00:00:00,d544d2de54,45732.0,A
2023-09-11 00:00:00,93f731f2ab,39204.0,A
2023-10-04 03:00:00,4a24338aba,49577.0,A
2023-10-16 01:00:00,107d55cd67,39531.0,A
2023-09-22 02:00:00,1fc2ab4d6f,52595.0,A
2023-09-29 02:00:00,9c3a4dc86b,47498.0,A
2023-09-10 02:00:00,8b48e8e560,73303.0,A
2023-09-19 03:00:00,ccb5801bc7,55530.0,A
2023-09-12 01:00:00,5b963ea322,34159.0,A
2023-09-25 03:00:00,a7fa0c8880,49913.0,A
2023-09-27 00:00:00,bd927e068d,14540.0,A
2023-10-20 00:00:00,79a8b83157,70802.0,A
2023-09-12 01:00:00,0480a93898,2841.0,A
2023-10-06 02:00:00,ea173115db,12693.0,A
2023-10-24 00:00:00,8fd267d2e9,24431.0,A
2023-09-13 00:00:00,8a4a2e46d7,21543.0,A
2023-10-05 03:00:00,117565724a,,A
2023-10-17 01:00:00,8cabf07b13,,A
2023-09-28 01:00:00,be6f070ce3,83110.0,A
2023-10-30 01:00:00,f2bb31ae59,32802.0,A
2023-10-12 03:00:00,a9a339b91d,63919.0,A
2023-09-06 01:00:00,13e68bbfc4,49866.0,A
2023-10-18 01:00:00,7b9ebec802,61509.0,A
2023-09-19 01:00:00,31639d54ba,86703.0,A
2023-10-18 00:00:00,0c0d7c82fe,4967.0,A
2023-10-24 02:00:00,1c138066d7,49135.0,A
2023-10-09 01:00:00,78ccc3127d,,A
2023-10-13 01:00:00,1531ce68d5,48238.0,A
2023-09-20 01:00:00,2d2f77f587,69504.0,A
2023-10-05 00:00:00,5b0285617f,87011.0,A
2023-11-01 02:00:00,a6f6c82be6,34311.0,A
2023-09-18 02:00:00,9e8b588bd9,84169.0,A
2023-09-04 01:00:00,854a65e1f9,96475.0,A
2023-10-17 02:00:00,26aaa721a0,56530.0,A
2023-09-12 02:00:00,282483ef6c,39624.0,A
2023-10-12 02:00:00,3d675ed199,72813.0,A
2023-10-20 00:00:00,a3909a5443,,A
2023-09-11 00:00:00,943fefe3ca,33232.0,A
2023-09-18 01:00:00,c62dd9caff,14194.0,A
2023-09-22 01:00:00,2020a383a7,91664.0,A
2023-09-05 01:00:00,53ec92db73,,A
2023-09-05 01:00:00,1728a33312,,A
2023-10-30 01:00:00,c7d4cb2112,32712.0,A
2023-09-13 01:00:00,7dc372c39b,,A
2023-10-25 00:00:00,816a0190e9,15738.0,A
2023-09-21 03:00:00,edd4275bbb,12310.0,A
2023-09-19 02:00:00,7bcf09b819,,A
2023-10-13 01:00:00,a5a40f07fd,47228.0,A
2023-10-31 01:00:00,40f3f2c010,71431.0,A
2023-09-05 00:00:00,fcc13bfdf1,65336.0,A
2023-09-26 00:00:00,173c86583e,29342.0,A
2023-10-27 02:00:00,bd482d65d8,84636.0,A
2023-10-19 01:00:00,735d9d5002,21320.0,A
2023-10-18 02:00:00,e2d3fc8709,38154.0,A
2023-11-01 00:00:00,813c862100,41525.0,A
2023-10-30 01:00:00,2cee7c331d,53723.0,A
2023-10-12 01:00:00,c5b8446777,19290.0,A
2023-09-25 02:00:00,5c78b5966f,,A
2023-10-17 01:00:00,bcc34e163a,41099.0,A
2023-09-04 02:00:00,12ba39341a,61480.0,A
2023-10-20 01:00:00,54c0ed21d5,97938.0,A
2023-10-11 02:00:00,ad68114267,27344.0,A
2023-09-10 01:00:00,77924fd591,73283.0,A
2023-10-02 02:00:00,1699f45e6d,78338.0,A
2023-09-26 01:00:00,1da1f7e1bc,18595.0,A
2023-10-18 01:00:00,328045f5e4,57557.0,A
2023-11-01 01:00:00,1a24c779d5,19119.0,A
2023-10-02 00:00:00,1b0f7ff523,67397.0,A
2023-10-12 01:00:00,0818e95c74,95565.0,A
2023-09-01 02:00:00,54152e053c,97419.0,A
2023-10-16 00:00:00,519501187e,,A
2023-10-11 00:00:00,ee6e9da776,25538.0,A
2023-10-09 01:00:00,b956a6b221,92597.0,A
2023-10-16 01:00:00,fc4ae34864,55188.0,A
2023-09-28 01:00:00,e6661f2cd5,59596.0,A
2023-09-22 00:00:00,338ec48528,90573.0,A
2023-10-05 00:00:00,6a23225cce,14224.0,A
2023-10-13 01:00:00,c8dd3cf557,35071.0,A
2023-09-25 01:00:00,99681477a8,41136.0,A
2023-10-13 01:00:00,66def08070,82409.0,A
2023-09-15 00:00:00,66d7d687a3,24393.0,A
2023-09-11 03:00:00,3132882f4a,86655.0,A
2023-10-31 00:00:00,9d39be2618,,A
2023-10-12 01:00:00,182b09ed60,15055.0,A
2023-11-01 01:00:00,7f2dfa9e8d,9431.0,A
2023-10-10 04:00:00,6f3d296d14,11056.0,A
2023-09-29 00:00:00,1cf0deb948,,A
2023-10-04 02:00:00,38067fe73b,1985.0,A
2023-10-11 03:00:00,089e9b7ab4,72889.0,A
2023-09-30 02:00:00,37f933606c,27873.0,A
2023-09-01 02:00:00,e197fc664d,97400.0,A
2023-09-22 01:00:00,651c4f8f7d,90489.0,A
2023-10-23 02:00:00,687cbc6508,72581.0,A
2023-09-27 01:00:00,13b8425795,15892.0,A
2023-09-18 03:00:00,3629c4fae0,52584.0,A
2023-09-13 01:00:00,7c9f807800,90494.0,A
2023-10-27 01:00:00,b4479bce34,22620.0,A
2023-10-25 01:00:00,7b7fb46f95,15782.0,A
2023-10-20 01:00:00,51b9bf38e0,,A
2023-09-08 02:00:00,d737d2b2df,29545.0,A
2023-09-05 03:00:00,cc4937f598,,A
2023-10-09 02:00:00,de09bd11cc,26232.0,A
2023-10-12 00:00:00,3754d1ca24,81417.0,A
2023-09-27 02:00:00,8392a360a4,15876.0,A
2023-10-07 01:00:00,f03edd119c,15782.0,A
2023-10-20 02:00:00,db7be237a6,15924.0,A
2023-09-06 01:00:00,555fc29d98,32830.0,A
2023-10-27 01:00:00,4bd86694a0,49490.0,A
2023-09-25 00:00:00,3f35126f3a,73772.0,A
2023-10-02 00:00:00,9a15e50d1f,67378.0,A
2023-09-08 02:00:00,178505343e,88576.0,A
2023-10-05 00:00:00,39382642e1,83115.0,A
2023-09-01 04:00:00,df46c10bc3,78415.0,A
2023-09-22 01:00:00,18fcf94590,63736.0,A
2023-09-28 02:00:00,730063e4b9,51431.0,A
2023-09-22 03:00:00,30d50e5d8d,49673.0,A
2023-10-04 03:00:00,9fc4f078a1,60027.0,A
2023-09-14 02:00:00,cada17128b,24658.0,A
2023-10-12 00:00:00,496ba33867,63904.0,A
2023-09-27 01:00:00,d2152f1b5f,40650.0,A
2023-10-16 00:00:00,708e351a10,64646.0,A
2023-10-05 02:00:00,1ac0893c75,12476.0,A
2023-10-30 00:00:00,6147694f27,89192.0,A
2023-11-01 02:00:00,fc1720915f,49803.0,A
2023-09-11 01:00:00,1ecc710a57,47283.0,A
2023-10-24 00:00:00,37fa80aa9f,73798.0,A
2023-09-26 02:00:00,25fb0552c1,42185.0,A
2023-10-23 02:00:00,2ff4f9044c,68821.0,A
2023-10-05 02:00:00,7469300302,71150.0,A
2023-10-22 01:00:00,ddccbcffa2,,A
2023-09-05 01:00:00,90cebaebdf,49479.0,A
2023-09-11 02:00:00,edcfa6e7d0,48650.0,A
2023-09-26 01:00:00,6fd3d686e4,10847.0,A
2023-09-17 01:00:00,1944dc3a7a,95538.0,A
2023-09-29 01:00:00,1dd6b033c8,68772.0,A
2023-11-01 03:00:00,eca3fd0051,24722.0,A
2023-09-06 00:00:00,a61f7c1d2f,44909.0,A
2023-09-19 02:00:00,359562172a,72567.0,A
2023-10-30 03:00:00,5dfef70928,24228.0,A
2023-09-04 01:00:00,966708acc0,37182.0,A
2023-10-30 02:00:00,814477d8b0,24724.0,A
2023-09-27 01:00:00,19c62c77cf,76373.0,A
2023-10-20 01:00:00,5b9604b210,33780.0,A
2023-10-18 02:00:00,4848ebed5e,55838.0,A
2023-09-20 01:00:00,a955803024,58899.0,A
2023-09-22 00:00:00,dd2bed8315,91609.0,A
2023-09-18 01:00:00,6ada079495,60448.0,A
2023-09-19 01:00:00,836d062124,,A
2023-09-28 01:00:00,6ae3e3df6f,49764.0,A
2023-10-29 01:00:00,6e2d81b99a,27244.0,A
2023-09-05 01:00:00,8c6917abe9,79841.0,A
2023-10-12 02:00:00,d029886c83,63889.0,A
2023-10-09 03:00:00,f9d435dc22,10879.0,A
2023-10-23 00:00:00,ab592c86b8,61163.0,A
2023-09-05 00:00:00,fee3787fef,23972.0,A
2023-10-17 00:00:00,08585eb637,15016.0,A
2023-09-22 01:00:00,671fea0162,14648.0,A
2023-10-10 00:00:00,fb73891983,66764.0,A
2023-10-30 01:00:00,88daabd8d5,48274.0,A
2023-09-25 01:00:00,468ab0a4a5,89437.0,A
2023-09-07 01:00:00,4a31f8c439,65258.0,A
2023-09-22 00:00:00,cbbbb16caf,49550.0,A
2023-10-10 01:00:00,1f9c58ea57,93304.0,A
2023-10-11 02:00:00,21c7ca9154,51546.0,A
2023-09-22 02:00:00,2871c657c1,91698.0,A
2023-10-24 03:00:00,5b10368ada,49676.0,A
2023-09-10 02:00:00,5d12ec4631,73340.0,A
2023-09-19 02:00:00,fbdd2c9220,48418.0,A
2023-09-13 02:00:00,4e44276671,22253.0,A
2023-10-06 00:00:00,45406d2f95,,A
2023-09-27 01:00:00,e7e20a5a42,72911.0,A
2023-09-20 01:00:00,aa8713a7df,49408.0,A
2023-10-24 00:00:00,fe507fad54,78467.0,A
2023-10-07 00:00:00,5c88c9526f,31515.0,A
2023-09-26 01:00:00,5765210e05,54533.0,A
2023-09-20 00:00:00,57fda698f8,72273.0,A
2023-10-04 00:00:00,688e08cb8a,42652.0,A
2023-09-07 00:00:00,7adfe24ee2,49680.0,A
2023-10-30 01:00:00,91b5083fdd,,A
2023-10-24 00:00:00,97b353b8c2,16319.0,A
2023-10-13 00:00:00,bd97035eb0,47138.0,A
2023-09-22 00:00:00,fee71907be,49571.0,A
2023-09-08 00:00:00,120b5538b1,48495.0,A
2023-09-14 01:00:00,d8a9f8fc09,53608.0,A
2023-09-19 01:00:00,0205848be1,,A
2023-09-19 01:00:00,dd83d8ebff,33769.0,A
2023-11-01 02:00:00,d2ebbe19d0,,A
2023-10-05 01:00:00,1264dd03b4,22632.0,A
2023-10-23 04:00:00,a532d9c986,9352.0,A
2023-09-25 00:00:00,b7efba91e6,12548.0,A
2023-09-26 02:00:00,704dcde92f,34621.0,A
2023-10-12 04:00:00,f690e31716,19380.0,A
2023-09-01 01:00:00,4408e4936a,70521.0,A
2023-10-11 01:00:00,69f1b7c859,39587.0,A
2023-10-11 00:00:00,1adfc68488,,A
2023-10-06 01:00:00,ee2113c7f9,18248.0,A
2023-09-14 01:00:00,a9beae1ca4,96587.0,A
2023-10-20 00:00:00,5289aaf61b,75229.0,A
2023-10-04 01:00:00,14e1416268,1911.0,A
2023-10-17 00:00:00,5246d95939,30938.0,A
2023-10-11 01:00:00,1bdbcf63a5,82171.0,A
2023-10-31 01:00:00,2fe86207a8,,A
2023-10-27 02:00:00,c775c927eb,,A
2023-09-08 02:00:00,a91d9f0029,29541.0,A
2023-10-21 01:00:00,6934e68730,33835.0,A
2023-09-27 02:00:00,144d8dccd3,49268.0,A
2023-10-18 02:00:00,c1d5e2c5f0,79640.0,A
2023-10-16 01:00:00,c34727264b,64684.0,A
2023-09-13 01:00:00,5170909158,58103.0,A
2023-09-04 01:00:00,8467c8d1be,37232.0,A
2023-09-15 02:00:00,f6ae8365de,16656.0,A
2023-09-20 02:00:00,a064f681e5,67207.0,A
2023-10-13 00:00:00,f86b9811c6,78620.0,A
2023-10-31 01:00:00,cdc8ef8dd0,40907.0,A
2023-10-11 02:00:00,2fe93f33db,26882.0,A
2023-10-10 03:00:00,feed8b871a,12405.0,A
2023-10-13 00:00:00,c4109c4374,30248.0,A
2023-09-04 02:00:00,11b2ec408b,81311.0,A
2023-09-10 02:00:00,fad3e30189,73321.0,A
2023-09-05 00:00:00,70bd0d7098,15584.0,A
2023-09-06 01:00:00,d8f9ff8600,,A
2023-09-26 00:00:00,ac0f6557af,38353.0,A
2023-10-24 03:00:00,176de29ab4,,A
2023-09-08 01:00:00,3e1dca2e33,67528.0,A
2023-10-19 02:00:00,3c9f4c028a,38636.0,A
2023-09-20 00:00:00,39afb5be59,64304.0,A
2023-10-13 01:00:00,96efc2c80a,47173.0,A
2023-09-21 01:00:00,cfe5217f90,21749.0,A
2023-09-20 00:00:00,d1304f46c8,73048.0,A
2023-10-11 02:00:00,982645cd17,47754.0,A
2023-10-20 00:00:00,c172c83f83,33791.0,A
2023-10-04 02:00:00,35db31229f,42653.0,A
2023-09-19 01:00:00,c159ace7f1,71725.0,A
2023-09-01 00:00:00,99cc6ce48b,60458.0,A
2023-10-16 00:00:00,af029f6a9d,50785.0,A
2023-09-07 00:00:00,f612da59f7,45543.0,A
2023-11-01 03:00:00,d00f2d5459,13269.0,A
2023-09-18 02:00:00,3a9d8f8811,24716.0,A
2023-10-19 00:00:00,d7adf62378,70478.0,A
2023-09-30 01:00:00,4c558874c1,34155.0,A
2023-10-24 03:00:00,f9c070f9c0,44485.0,A
2023-09-27 02:00:00,8874fb1c8a,38890.0,A
2023-10-25 03:00:00,206d24b35c,14852.0,A
2023-10-12 01:00:00,c0a4f40d32,81404.0,A
2023-09-06 03:00:00,ac64ecd203,32858.0,A
2023-10-09 00:00:00,32bfd818d0,4470.0,A
2023-10-25 02:00:00,186520186e,,A
2023-10-10 01:00:00,8cd5fa56f8,26144.0,A
2023-10-18 01:00:00,ca5771eabb,38159.0,A
2023-09-19 02:00:00,95b3e7de4b,53773.0,A
2023-10-10 01:00:00,878fd239b7,79607.0,A
2023-09-17 01:00:00,812f921484,95604.0,A
2023-09-07 03:00:00,5dd1c01032,65496.0,A
2023-09-01 00:00:00,8def1640de,28883.0,A
2023-10-02 02:00:00,4e4fc4eb87,99901.0,A
2023-10-12 02:00:00,f141b977f0,71719.0,A
2023-10-24 01:00:00,92527a640b,44444.0,A
2023-10-20 01:00:00,d1eb1303df,65261.0,A
2023-09-05 00:00:00,5a3a2eba81,65309.0,A
2023-11-01 01:00:00,a19072dc1b,59123.0,A
2023-09-29 01:00:00,7f323f6b72,47451.0,A
2023-09-27 02:00:00,6cbf426f00,64612.0,A
2023-10-11 01:00:00,fb5386872c,82229.0,A
2023-10-25 02:00:00,18ecc5b328,15749.0,A
2023-10-17 02:00:00,16d5b08bc8,16382.0,A
2023-10-05 02:00:00,ac6f18b488,14289.0,A
2023-09-26 01:00:00,21d64ba952,16966.0,A
2023-10-03 01:00:00,407ae0c531,89220.0,A
2023-10-15 01:00:00,36ddd9aa5f,17559.0,A
2023-09-14 00:00:00,e88a61e2be,29601.0,A
2023-10-13 02:00:00,70d5526bbd,82225.0,A
2023-09-13 01:00:00,070386b8f4,48370.0,A
2023-10-06 04:00:00,6721079c29,65531.0,A
2023-09-22 01:00:00,a55cdd72d1,59660.0,A
2023-10-11 01:00:00,08ca432224,14285.0,A
2023-10-31 01:00:00,11cdb76e87,63233.0,A
2023-10-27 01:00:00,8498cd463d,75202.0,A
2023-09-01 00:00:00,a1b6fd1c26,16813.0,A
2023-09-14 01:00:00,ec5fc570fb,70436.0,A
2023-09-28 00:00:00,6483ae71f7,29403.0,A
2023-09-05 00:00:00,e2ddc29b3a,85576.0,A
2023-09-01 00:00:00,157ff9a174,28900.0,A
2023-09-26 01:00:00,31859dfded,,A
2023-09-19 02:00:00,ac29a79e2b,85470.0,A
2023-09-04 02:00:00,e4499accff,71457.0,A
2023-09-04 00:00:00,5e239afc23,41579.0,A
2023-10-27 00:00:00,e1e4f94362,28236.0,A
2023-09-14 00:00:00,f7aaa86ae1,70252.0,A
2023-10-04 00:00:00,c6bcf6af9c,38717.0,A
2023-10-25 02:00:00,933c7ab728,59662.0,A
2023-10-24 03:00:00,9b2f4385eb,16307.0,A
2023-09-21 01:00:00,853c1569ac,21645.0,A
2023-10-11 01:00:00,130bfef6a8,14269.0,A
2023-09-27 01:00:00,5a6c36dfbe,64626.0,A
2023-10-25 00:00:00,1b00c1c921,13499.0,A
2023-09-12 00:00:00,913783f0fc,78319.0,A
2023-09-26 01:00:00,b2b938dbbe,83088.0,A
2023-10-16 01:00:00,ea7af762f2,82453.0,A
2023-10-02 01:00:00,2ce18274f3,32813.0,A
2023-10-18 01:00:00,be118e5395,41428.0,A
2023-09-11 01:00:00,b74278703e,33193.0,A
2023-09-10 02:00:00,aa017bddda,,A
2023-09-13 03:00:00,15292c28fd,77736.0,A
2023-10-16 00:00:00,65c5f5e8f1,39524.0,A
2023-10-16 00:00:00,d0f9c5e298,39545.0,A
2023-09-11 02:00:00,bbb2acb969,86635.0,A
2023-09-18 01:00:00,df031d6e0e,86543.0,A
2023-09-04 02:00:00,7b20652e40,71478.0,A
2023-10-05 01:00:00,a41ce78406,63498.0,A
2023-10-17 00:00:00,71e2b9b215,15060.0,A
2023-09-15 01:00:00,850464d63d,,A
2023-10-02 02:00:00,a890671151,29412.0,A
2023-09-14 02:00:00,a6214afa32,13665.0,A
2023-10-16 01:00:00,5b4bab56b1,50429.0,A
2023-09-18 03:00:00,3961facd21,,A
2023-11-01 03:00:00,0b5102110d,18415.0,A
2023-10-10 02:00:00,c24d243e64,99147.0,A
2023-09-11 02:00:00,9374a2e8a5,23705.0,A
